"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","821","Check quantity items with status: Done","tests.api.sales.orders.online","Wed Mar 25 13:40:32 UTC 2026","passed","Wed Mar 25 13:40:33 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1059","Qnt param in each item equal qnt images","tests.api.sales.orders.online","Wed Mar 25 13:40:22 UTC 2026","passed","Wed Mar 25 13:40:23 UTC 2026","TestGoodsAndImageConsistency","test_history_positive","",""
"","345","Check each item from items has correct orderStatus and status params with input status: Cancel","tests.api.sales.orders.online","Wed Mar 25 13:40:17 UTC 2026","passed","Wed Mar 25 13:40:17 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"⚠️ Expected Bug: Total count is wrong. Look at task  #1","812","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 13:40:14 UTC 2026","skipped","Wed Mar 25 13:40:15 UTC 2026","TestListInfo","test_history_positive","",""
"","191","Check contract with status: Done","tests.api.sales.orders.online","Wed Mar 25 13:40:27 UTC 2026","passed","Wed Mar 25 13:40:27 UTC 2026","TestSchemeEmptyState","test_history_empty_state","",""
"","141","Checking response code and problem details with invalid status: ","tests.api.sales.orders.online","Wed Mar 25 13:40:28 UTC 2026","passed","Wed Mar 25 13:40:28 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","344","Check contract with status: Cancel","tests.api.sales.orders.online","Wed Mar 25 13:40:15 UTC 2026","passed","Wed Mar 25 13:40:15 UTC 2026","TestScheme","test_history_positive","",""
"","143","Checking response code and problem details with invalid page: ","tests.api.sales.orders.online","Wed Mar 25 13:40:29 UTC 2026","passed","Wed Mar 25 13:40:29 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"","1105","Check each item from items has correct statusGroup param with input status: Done","tests.api.sales.orders.online","Wed Mar 25 13:40:18 UTC 2026","passed","Wed Mar 25 13:40:19 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","880","Check contract with status: Done","tests.api.sales.orders.online","Wed Mar 25 13:40:14 UTC 2026","passed","Wed Mar 25 13:40:15 UTC 2026","TestScheme","test_history_positive","",""
"","165","Checking response code and problem details with invalid status: True","tests.api.sales.orders.online","Wed Mar 25 13:40:28 UTC 2026","passed","Wed Mar 25 13:40:29 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","141","Checking response code and problem details with invalid status: Deleted","tests.api.sales.orders.online","Wed Mar 25 13:40:28 UTC 2026","passed","Wed Mar 25 13:40:28 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"⚠️ Expected Bug: Online orders history. Server error when page=-1. Look at task  #2","218","Checking response code and problem details with invalid page: -1","tests.api.sales.orders.online","Wed Mar 25 13:40:28 UTC 2026","skipped","Wed Mar 25 13:40:29 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"","239","Check contract with status: All","tests.api.sales.orders.online","Wed Mar 25 13:40:27 UTC 2026","passed","Wed Mar 25 13:40:27 UTC 2026","TestSchemeEmptyState","test_history_empty_state","",""
"","1020","Check sum qnt items from all pages","tests.api.sales.orders.online","Wed Mar 25 13:40:19 UTC 2026","passed","Wed Mar 25 13:40:20 UTC 2026","TestQntAllItemsViaPagination","test_history_positive","",""
"","1095","Check each item from items has correct orderStatus and status params with input status: All","tests.api.sales.orders.online","Wed Mar 25 13:40:16 UTC 2026","passed","Wed Mar 25 13:40:17 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","2215","Check sum of Done and Canceled orders:","tests.api.sales.orders.online","Wed Mar 25 13:40:30 UTC 2026","failed","Wed Mar 25 13:40:32 UTC 2026","TestListInfo","test_history_positive","",""
"","142","Checking response code and problem details with invalid status: 12345","tests.api.sales.orders.online","Wed Mar 25 13:40:28 UTC 2026","passed","Wed Mar 25 13:40:28 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","1063","Item type belongs to one of the expected_types","tests.api.sales.orders.online","Wed Mar 25 13:40:15 UTC 2026","passed","Wed Mar 25 13:40:16 UTC 2026","TestItemType","test_history_positive","",""
"","872","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'Done'}","tests.api.sales.orders.online","Wed Mar 25 13:40:16 UTC 2026","passed","Wed Mar 25 13:40:16 UTC 2026","TestListInfo","test_history_positive","",""
"","1091","Quantity param in each item more than 0","tests.api.sales.orders.online","Wed Mar 25 13:40:22 UTC 2026","passed","Wed Mar 25 13:40:23 UTC 2026","TestQuantityParam","test_history_positive","",""
"","341","Item Data from Response equal data from DB","tests.api.sales.orders.online","Wed Mar 25 13:40:23 UTC 2026","passed","Wed Mar 25 13:40:23 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","355","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'Cancel'}","tests.api.sales.orders.online","Wed Mar 25 13:40:16 UTC 2026","passed","Wed Mar 25 13:40:17 UTC 2026","TestListInfo","test_history_positive","",""
"","1124","Check each item from items has correct statusGroup param with input status: All","tests.api.sales.orders.online","Wed Mar 25 13:40:17 UTC 2026","passed","Wed Mar 25 13:40:18 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1095","Item name and id are similar","tests.api.sales.orders.online","Wed Mar 25 13:40:23 UTC 2026","passed","Wed Mar 25 13:40:24 UTC 2026","TestIdAndNameConsistency","test_history_positive","",""
"","742","Check list info params with inputs: {'page': 10, 'limit': 1, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 13:40:15 UTC 2026","passed","Wed Mar 25 13:40:16 UTC 2026","TestListInfo","test_history_positive","",""
"","942","Check each item from items has correct orderStatus and status params with input status: Done","tests.api.sales.orders.online","Wed Mar 25 13:40:17 UTC 2026","passed","Wed Mar 25 13:40:18 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","142","Checking response code and problem details with invalid status: -1","tests.api.sales.orders.online","Wed Mar 25 13:40:28 UTC 2026","passed","Wed Mar 25 13:40:28 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","371","Check quantity items with status: Cancel","tests.api.sales.orders.online","Wed Mar 25 13:40:31 UTC 2026","passed","Wed Mar 25 13:40:31 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1085","Verify default 'Status' behavior (should default to 'All')","tests.api.sales.orders.online","Wed Mar 25 13:40:33 UTC 2026","passed","Wed Mar 25 13:40:34 UTC 2026","TestDefaultsParams","test_history_positive","",""
"","1136","Check quantity items with status: All","tests.api.sales.orders.online","Wed Mar 25 13:40:30 UTC 2026","passed","Wed Mar 25 13:40:31 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","159","Checking response code and problem details with invalid page: True","tests.api.sales.orders.online","Wed Mar 25 13:40:29 UTC 2026","passed","Wed Mar 25 13:40:29 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"","144","Checking response code and problem details with invalid page: Unknown","tests.api.sales.orders.online","Wed Mar 25 13:40:28 UTC 2026","passed","Wed Mar 25 13:40:28 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"","1095","Each order price more than 0","tests.api.sales.orders.online","Wed Mar 25 13:40:21 UTC 2026","passed","Wed Mar 25 13:40:22 UTC 2026","TestOrderPrice","test_history_positive","",""
"","1073","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 13:40:13 UTC 2026","passed","Wed Mar 25 13:40:14 UTC 2026","TestListInfo","test_history_positive","",""
"","1055","Check contract with status: All","tests.api.sales.orders.online","Wed Mar 25 13:40:13 UTC 2026","passed","Wed Mar 25 13:40:14 UTC 2026","TestScheme","test_history_positive","",""
"","142","Checking response code and problem details with invalid status: Unknown","tests.api.sales.orders.online","Wed Mar 25 13:40:28 UTC 2026","passed","Wed Mar 25 13:40:28 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","933","All ids are unique","tests.api.sales.orders.online","Wed Mar 25 13:40:19 UTC 2026","passed","Wed Mar 25 13:40:20 UTC 2026","TestIdsUniqueness","test_history_positive","",""
