"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","361","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Cancel}","tests.api.sales.orders.online","Fri Apr 10 13:31:47 UTC 2026","passed","Fri Apr 10 13:31:47 UTC 2026","TestListInfo","test_history_positive","",""
"","1171","Check each item from items has correct orderStatus and status params with input status: All","tests.api.sales.orders.online","Fri Apr 10 13:31:46 UTC 2026","passed","Fri Apr 10 13:31:48 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1130","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Done}","tests.api.sales.orders.online","Fri Apr 10 13:31:46 UTC 2026","passed","Fri Apr 10 13:31:47 UTC 2026","TestListInfo","test_history_positive","",""
"","1100","Check each item from items has correct statusGroup param with input status: Done","tests.api.sales.orders.online","Fri Apr 10 13:31:48 UTC 2026","passed","Fri Apr 10 13:31:50 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","397","Check list info params with inputs: {'page': 2, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 13:31:45 UTC 2026","passed","Fri Apr 10 13:31:45 UTC 2026","TestListInfo","test_history_positive","",""
"","1095","Item type belongs to one of the expected_types","tests.api.sales.orders.online","Fri Apr 10 13:31:45 UTC 2026","passed","Fri Apr 10 13:31:46 UTC 2026","TestItemType","test_history_positive","",""
"","1187","Item name and id are similar","tests.api.sales.orders.online","Fri Apr 10 13:31:54 UTC 2026","passed","Fri Apr 10 13:31:55 UTC 2026","TestIdAndNameConsistency","test_history_positive","",""
"","1196","Check sum qnt items from all pages","tests.api.sales.orders.online","Fri Apr 10 13:31:50 UTC 2026","passed","Fri Apr 10 13:31:51 UTC 2026","TestQntAllItemsViaPagination","test_history_positive","",""
"","309","Check list info params with inputs: {'page': 10, 'limit': 1, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 13:31:45 UTC 2026","passed","Fri Apr 10 13:31:46 UTC 2026","TestListInfo","test_history_positive","",""
"","1633","Each picture from orders isn't broken","tests.api.sales.orders.online","Fri Apr 10 13:31:51 UTC 2026","passed","Fri Apr 10 13:31:52 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
"","1107","Check each item from items has correct orderStatus and status params with input status: Done","tests.api.sales.orders.online","Fri Apr 10 13:31:48 UTC 2026","passed","Fri Apr 10 13:31:49 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1076","All items sorted by date","tests.api.sales.orders.online","Fri Apr 10 13:31:50 UTC 2026","passed","Fri Apr 10 13:31:51 UTC 2026","TestOrdersSorting","test_history_positive","",""
"","972","Check each item from items has correct statusGroup param with input status: All","tests.api.sales.orders.online","Fri Apr 10 13:31:47 UTC 2026","passed","Fri Apr 10 13:31:48 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","373","Check contract with status: Cancel","tests.api.sales.orders.online","Fri Apr 10 13:31:45 UTC 2026","passed","Fri Apr 10 13:31:45 UTC 2026","TestScheme","test_history_positive","",""
"","1102","Check contract with status: Done","tests.api.sales.orders.online","Fri Apr 10 13:31:44 UTC 2026","passed","Fri Apr 10 13:31:45 UTC 2026","TestScheme","test_history_positive","",""
"","344","Check each item from items has correct statusGroup param with input status: Cancel","tests.api.sales.orders.online","Fri Apr 10 13:31:49 UTC 2026","passed","Fri Apr 10 13:31:49 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1201","Check contract with status: All","tests.api.sales.orders.online","Fri Apr 10 13:31:43 UTC 2026","passed","Fri Apr 10 13:31:44 UTC 2026","TestScheme","test_history_positive","",""
"","1165","Quantity param in each item more than 0","tests.api.sales.orders.online","Fri Apr 10 13:31:52 UTC 2026","passed","Fri Apr 10 13:31:54 UTC 2026","TestQuantityParam","test_history_positive","",""
"","1415","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 13:31:43 UTC 2026","passed","Fri Apr 10 13:31:44 UTC 2026","TestListInfo","test_history_positive","",""
"⚠️ Expected Bug: Total count is wrong. Look at task #1","842","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 13:31:44 UTC 2026","skipped","Fri Apr 10 13:31:45 UTC 2026","TestListInfo","test_history_positive","",""
"","1367","Qnt param in each item equal qnt images","tests.api.sales.orders.online","Fri Apr 10 13:31:52 UTC 2026","passed","Fri Apr 10 13:31:54 UTC 2026","TestGoodsAndImageConsistency","test_history_positive","",""
"","336","Check each item from items has correct orderStatus and status params with input status: Cancel","tests.api.sales.orders.online","Fri Apr 10 13:31:47 UTC 2026","passed","Fri Apr 10 13:31:47 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","352","Item Data from Response equal data from DB","tests.api.sales.orders.online","Fri Apr 10 13:31:54 UTC 2026","passed","Fri Apr 10 13:31:54 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","1092","Each order price more than 0","tests.api.sales.orders.online","Fri Apr 10 13:31:51 UTC 2026","passed","Fri Apr 10 13:31:52 UTC 2026","TestOrderPrice","test_history_positive","",""
"","1135","All ids are unique","tests.api.sales.orders.online","Fri Apr 10 13:31:49 UTC 2026","passed","Fri Apr 10 13:31:50 UTC 2026","TestIdsUniqueness","test_history_positive","",""
