"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1008","Check each item from items has correct status with input status: All","tests.api.sales.orders.online","Sat Mar 14 17:46:11 UTC 2026","passed","Sat Mar 14 17:46:12 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1108","Check each item from items has correct status with input status: Done","tests.api.sales.orders.online","Sat Mar 14 17:46:12 UTC 2026","passed","Sat Mar 14 17:46:13 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","406","Check list info params for online orders history with {'page': 2, 'limit': 10, 'status': 'All'}:","tests.api.sales.orders.online","Sat Mar 14 17:46:09 UTC 2026","passed","Sat Mar 14 17:46:09 UTC 2026","TestListInfo","test_history_positive","",""
"","1009","Check sum qnt items from all pages","tests.api.sales.orders.online","Sat Mar 14 17:46:13 UTC 2026","passed","Sat Mar 14 17:46:14 UTC 2026","TestSellerConsistency","test_history_positive","",""
"","1210","Check contract for filled online orders history with status: All","tests.api.sales.orders.online","Sat Mar 14 17:46:04 UTC 2026","passed","Sat Mar 14 17:46:05 UTC 2026","TestScheme","test_history_positive","",""
"","361","Check contract for filled online orders history with status: Cancel","tests.api.sales.orders.online","Sat Mar 14 17:46:06 UTC 2026","passed","Sat Mar 14 17:46:07 UTC 2026","TestScheme","test_history_positive","",""
"","1008","Check each item type from items for online orders history:","tests.api.sales.orders.online","Sat Mar 14 17:46:09 UTC 2026","passed","Sat Mar 14 17:46:10 UTC 2026","TestItemType","test_history_positive","",""
"","351","Item Data from Response equal data from DB","tests.api.sales.orders.online","Sat Mar 14 17:46:18 UTC 2026","passed","Sat Mar 14 17:46:18 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","1895","Each picture from orders isn't broken","tests.api.sales.orders.online","Sat Mar 14 17:46:15 UTC 2026","passed","Sat Mar 14 17:46:17 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
"","1066","Check quantity items for filled online orders history with status: All","tests.api.sales.orders.online","Sat Mar 14 17:46:10 UTC 2026","passed","Sat Mar 14 17:46:12 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1075","Check contract for filled online orders history with status: Done","tests.api.sales.orders.online","Sat Mar 14 17:46:05 UTC 2026","passed","Sat Mar 14 17:46:06 UTC 2026","TestScheme","test_history_positive","",""
"","367","Check quantity items for filled online orders history with status: Cancel","tests.api.sales.orders.online","Sat Mar 14 17:46:12 UTC 2026","passed","Sat Mar 14 17:46:13 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","359","Check list info params for online orders history with {'page': 10, 'limit': 1, 'status': 'All'}:","tests.api.sales.orders.online","Sat Mar 14 17:46:09 UTC 2026","passed","Sat Mar 14 17:46:10 UTC 2026","TestListInfo","test_history_positive","",""
"","373","Check contract for empty online orders history with status: Cancel","tests.api.sales.orders.online","Sat Mar 14 17:46:06 UTC 2026","failed","Sat Mar 14 17:46:06 UTC 2026","TestSchemeEmptyState","test_history_empty_state","",""
"","1101","All items sorted by date","tests.api.sales.orders.online","Sat Mar 14 17:46:14 UTC 2026","passed","Sat Mar 14 17:46:16 UTC 2026","TestOrdersSorting","test_history_positive","",""
"","967","Each order price more than 0","tests.api.sales.orders.online","Sat Mar 14 17:46:16 UTC 2026","passed","Sat Mar 14 17:46:17 UTC 2026","TestOrderPrice","test_history_positive","",""
"","2478","Check sum of Done and Cancel orders for online orders history:","tests.api.sales.orders.online","Sat Mar 14 17:46:07 UTC 2026","passed","Sat Mar 14 17:46:09 UTC 2026","TestListInfo","test_history_positive","",""
