"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1284","Each picture from orders isn't broken","tests.api.sales.orders.online","Fri Apr 10 15:47:34 UTC 2026","passed","Fri Apr 10 15:47:35 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
"","1021","Check sum qnt items from all pages","tests.api.sales.orders.online","Fri Apr 10 15:47:33 UTC 2026","passed","Fri Apr 10 15:47:34 UTC 2026","TestQntAllItemsViaPagination","test_history_positive","",""
"","1083","Item name and id are similar","tests.api.sales.orders.online","Fri Apr 10 15:47:36 UTC 2026","passed","Fri Apr 10 15:47:37 UTC 2026","TestIdAndNameConsistency","test_history_positive","",""
"","356","Check list info params with inputs: {'page': 2, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 15:47:28 UTC 2026","passed","Fri Apr 10 15:47:29 UTC 2026","TestListInfo","test_history_positive","",""
"","904","Check contract with status: Done","tests.api.sales.orders.online","Fri Apr 10 15:47:27 UTC 2026","passed","Fri Apr 10 15:47:28 UTC 2026","TestScheme","test_history_positive","",""
"","312","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Cancel}","tests.api.sales.orders.online","Fri Apr 10 15:47:30 UTC 2026","passed","Fri Apr 10 15:47:30 UTC 2026","TestListInfo","test_history_positive","",""
"⚠️ Expected Bug: Total count is wrong. Look at task #1","818","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 15:47:27 UTC 2026","skipped","Fri Apr 10 15:47:28 UTC 2026","TestListInfo","test_history_positive","",""
"","1052","Qnt param in each item equal qnt images","tests.api.sales.orders.online","Fri Apr 10 15:47:35 UTC 2026","passed","Fri Apr 10 15:47:36 UTC 2026","TestGoodsAndImageConsistency","test_history_positive","",""
"","1011","Check each item from items has correct statusGroup param with input status: All","tests.api.sales.orders.online","Fri Apr 10 15:47:31 UTC 2026","passed","Fri Apr 10 15:47:32 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","943","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Done}","tests.api.sales.orders.online","Fri Apr 10 15:47:29 UTC 2026","passed","Fri Apr 10 15:47:30 UTC 2026","TestListInfo","test_history_positive","",""
"","1089","Each order price more than 0","tests.api.sales.orders.online","Fri Apr 10 15:47:34 UTC 2026","passed","Fri Apr 10 15:47:35 UTC 2026","TestOrderPrice","test_history_positive","",""
"","943","Item type belongs to one of the expected_types","tests.api.sales.orders.online","Fri Apr 10 15:47:29 UTC 2026","passed","Fri Apr 10 15:47:30 UTC 2026","TestItemType","test_history_positive","",""
"","1100","Check each item from items has correct orderStatus and status params with input status: Done","tests.api.sales.orders.online","Fri Apr 10 15:47:31 UTC 2026","passed","Fri Apr 10 15:47:32 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1200","Check each item from items has correct statusGroup param with input status: Done","tests.api.sales.orders.online","Fri Apr 10 15:47:32 UTC 2026","passed","Fri Apr 10 15:47:33 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1092","All items sorted by date","tests.api.sales.orders.online","Fri Apr 10 15:47:33 UTC 2026","passed","Fri Apr 10 15:47:34 UTC 2026","TestOrdersSorting","test_history_positive","",""
"","370","Item Data from Response equal data from DB","tests.api.sales.orders.online","Fri Apr 10 15:47:36 UTC 2026","passed","Fri Apr 10 15:47:37 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","302","Check each item from items has correct orderStatus and status params with input status: Cancel","tests.api.sales.orders.online","Fri Apr 10 15:47:30 UTC 2026","passed","Fri Apr 10 15:47:31 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1391","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 15:47:26 UTC 2026","passed","Fri Apr 10 15:47:27 UTC 2026","TestListInfo","test_history_positive","",""
"","304","Check list info params with inputs: {'page': 10, 'limit': 1, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 15:47:29 UTC 2026","passed","Fri Apr 10 15:47:29 UTC 2026","TestListInfo","test_history_positive","",""
"","1025","Check each item from items has correct orderStatus and status params with input status: All","tests.api.sales.orders.online","Fri Apr 10 15:47:30 UTC 2026","passed","Fri Apr 10 15:47:31 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1419","Check contract with status: All","tests.api.sales.orders.online","Fri Apr 10 15:47:26 UTC 2026","passed","Fri Apr 10 15:47:27 UTC 2026","TestScheme","test_history_positive","",""
"","300","Check each item from items has correct statusGroup param with input status: Cancel","tests.api.sales.orders.online","Fri Apr 10 15:47:32 UTC 2026","passed","Fri Apr 10 15:47:32 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","879","All ids are unique","tests.api.sales.orders.online","Fri Apr 10 15:47:32 UTC 2026","passed","Fri Apr 10 15:47:33 UTC 2026","TestIdsUniqueness","test_history_positive","",""
"","1096","Quantity param in each item more than 0","tests.api.sales.orders.online","Fri Apr 10 15:47:35 UTC 2026","passed","Fri Apr 10 15:47:36 UTC 2026","TestQuantityParam","test_history_positive","",""
"","302","Check contract with status: Cancel","tests.api.sales.orders.online","Fri Apr 10 15:47:28 UTC 2026","passed","Fri Apr 10 15:47:29 UTC 2026","TestScheme","test_history_positive","",""
