"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1827","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 13:00:45 UTC 2026","passed","Fri Apr 10 13:00:47 UTC 2026","TestListInfo","test_history_positive","",""
"","1072","Item name and id are similar","tests.api.sales.orders.online","Fri Apr 10 13:00:56 UTC 2026","passed","Fri Apr 10 13:00:57 UTC 2026","TestIdAndNameConsistency","test_history_positive","",""
"","1666","Check contract with status: All","tests.api.sales.orders.online","Fri Apr 10 13:00:45 UTC 2026","passed","Fri Apr 10 13:00:47 UTC 2026","TestScheme","test_history_positive","",""
"","1404","Each picture from orders isn't broken","tests.api.sales.orders.online","Fri Apr 10 13:00:54 UTC 2026","passed","Fri Apr 10 13:00:55 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
"","1553","Check sum qnt items from all pages","tests.api.sales.orders.online","Fri Apr 10 13:00:52 UTC 2026","passed","Fri Apr 10 13:00:54 UTC 2026","TestQntAllItemsViaPagination","test_history_positive","",""
"","958","Quantity param in each item more than 0","tests.api.sales.orders.online","Fri Apr 10 13:00:55 UTC 2026","passed","Fri Apr 10 13:00:56 UTC 2026","TestQuantityParam","test_history_positive","",""
"","1108","All items sorted by date","tests.api.sales.orders.online","Fri Apr 10 13:00:53 UTC 2026","passed","Fri Apr 10 13:00:54 UTC 2026","TestOrdersSorting","test_history_positive","",""
"","1076","All ids are unique","tests.api.sales.orders.online","Fri Apr 10 13:00:52 UTC 2026","passed","Fri Apr 10 13:00:53 UTC 2026","TestIdsUniqueness","test_history_positive","",""
"","1109","Check each item from items has correct orderStatus and status params with input status: All","tests.api.sales.orders.online","Fri Apr 10 13:00:49 UTC 2026","passed","Fri Apr 10 13:00:50 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"⚠️ Expected Bug: Total count is wrong. Look at task #1","834","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 13:00:47 UTC 2026","skipped","Fri Apr 10 13:00:48 UTC 2026","TestListInfo","test_history_positive","",""
"","333","Check each item from items has correct orderStatus and status params with input status: Cancel","tests.api.sales.orders.online","Fri Apr 10 13:00:50 UTC 2026","passed","Fri Apr 10 13:00:50 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","388","Check each item from items has correct statusGroup param with input status: Cancel","tests.api.sales.orders.online","Fri Apr 10 13:00:51 UTC 2026","passed","Fri Apr 10 13:00:52 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1011","Check each item from items has correct statusGroup param with input status: Done","tests.api.sales.orders.online","Fri Apr 10 13:00:51 UTC 2026","passed","Fri Apr 10 13:00:52 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","939","Item type belongs to one of the expected_types","tests.api.sales.orders.online","Fri Apr 10 13:00:48 UTC 2026","passed","Fri Apr 10 13:00:49 UTC 2026","TestItemType","test_history_positive","",""
"","445","Check contract with status: Cancel","tests.api.sales.orders.online","Fri Apr 10 13:00:48 UTC 2026","passed","Fri Apr 10 13:00:48 UTC 2026","TestScheme","test_history_positive","",""
"","348","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Cancel}","tests.api.sales.orders.online","Fri Apr 10 13:00:49 UTC 2026","passed","Fri Apr 10 13:00:50 UTC 2026","TestListInfo","test_history_positive","",""
"","1029","Qnt param in each item equal qnt images","tests.api.sales.orders.online","Fri Apr 10 13:00:55 UTC 2026","passed","Fri Apr 10 13:00:56 UTC 2026","TestGoodsAndImageConsistency","test_history_positive","",""
"","1048","Check each item from items has correct orderStatus and status params with input status: Done","tests.api.sales.orders.online","Fri Apr 10 13:00:50 UTC 2026","passed","Fri Apr 10 13:00:51 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1062","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Done}","tests.api.sales.orders.online","Fri Apr 10 13:00:48 UTC 2026","passed","Fri Apr 10 13:00:49 UTC 2026","TestListInfo","test_history_positive","",""
"","363","Check list info params with inputs: {'page': 2, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 13:00:48 UTC 2026","passed","Fri Apr 10 13:00:48 UTC 2026","TestListInfo","test_history_positive","",""
"","1159","Check each item from items has correct statusGroup param with input status: All","tests.api.sales.orders.online","Fri Apr 10 13:00:50 UTC 2026","passed","Fri Apr 10 13:00:51 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","319","Check list info params with inputs: {'page': 10, 'limit': 1, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 13:00:48 UTC 2026","passed","Fri Apr 10 13:00:48 UTC 2026","TestListInfo","test_history_positive","",""
"","1084","Check contract with status: Done","tests.api.sales.orders.online","Fri Apr 10 13:00:47 UTC 2026","passed","Fri Apr 10 13:00:48 UTC 2026","TestScheme","test_history_positive","",""
"","334","Item Data from Response equal data from DB","tests.api.sales.orders.online","Fri Apr 10 13:00:56 UTC 2026","passed","Fri Apr 10 13:00:57 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","1022","Each order price more than 0","tests.api.sales.orders.online","Fri Apr 10 13:00:54 UTC 2026","passed","Fri Apr 10 13:00:55 UTC 2026","TestOrderPrice","test_history_positive","",""
