"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","921","Qnt param in each item equal qnt images","tests.api.sales.orders.online","Wed Mar 25 13:22:51 UTC 2026","passed","Wed Mar 25 13:22:52 UTC 2026","TestGoodsAndImageConsistency","test_history_positive","",""
"","1077","Item type belongs to one of the expected_types","tests.api.sales.orders.online","Wed Mar 25 13:22:46 UTC 2026","passed","Wed Mar 25 13:22:47 UTC 2026","TestItemType","test_history_positive","",""
"","344","Check list info params with inputs: {'page': 2, 'limit': 10, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 13:22:45 UTC 2026","failed","Wed Mar 25 13:22:45 UTC 2026","TestListInfo","test_history_positive","",""
"","971","Quantity param in each item more than 0","tests.api.sales.orders.online","Wed Mar 25 13:22:51 UTC 2026","passed","Wed Mar 25 13:22:52 UTC 2026","TestQuantityParam","test_history_positive","",""
"","996","Each order price more than 0","tests.api.sales.orders.online","Wed Mar 25 13:22:50 UTC 2026","passed","Wed Mar 25 13:22:51 UTC 2026","TestOrderPrice","test_history_positive","",""
"","1436","Each picture from orders isn't broken","tests.api.sales.orders.online","Wed Mar 25 13:22:49 UTC 2026","passed","Wed Mar 25 13:22:51 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
"⚠️ Expected Bug: Total count is wrong. Look at task  #1","726","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 13:22:44 UTC 2026","skipped","Wed Mar 25 13:22:45 UTC 2026","TestListInfo","test_history_positive","",""
"","1719","Check contract with status: All","tests.api.sales.orders.online","Wed Mar 25 13:22:43 UTC 2026","passed","Wed Mar 25 13:22:44 UTC 2026","TestScheme","test_history_positive","",""
"","1064","Item name and id are similar","tests.api.sales.orders.online","Wed Mar 25 13:22:52 UTC 2026","passed","Wed Mar 25 13:22:53 UTC 2026","TestIdAndNameConsistency","test_history_positive","",""
"","318","Item Data from Response equal data from DB","tests.api.sales.orders.online","Wed Mar 25 13:22:52 UTC 2026","passed","Wed Mar 25 13:22:53 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","1282","Check each item from items has correct status with input status: All","tests.api.sales.orders.online","Wed Mar 25 13:22:47 UTC 2026","failed","Wed Mar 25 13:22:48 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","316","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'Cancel'}","tests.api.sales.orders.online","Wed Mar 25 13:22:47 UTC 2026","passed","Wed Mar 25 13:22:47 UTC 2026","TestListInfo","test_history_positive","",""
"","1274","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 13:22:43 UTC 2026","failed","Wed Mar 25 13:22:44 UTC 2026","TestListInfo","test_history_positive","",""
"","1048","All items sorted by date","tests.api.sales.orders.online","Wed Mar 25 13:22:48 UTC 2026","passed","Wed Mar 25 13:22:49 UTC 2026","TestOrdersSorting","test_history_positive","",""
"","293","Check list info params with inputs: {'page': 10, 'limit': 1, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 13:22:45 UTC 2026","failed","Wed Mar 25 13:22:46 UTC 2026","TestListInfo","test_history_positive","",""
"","899","Check each item from items has correct status with input status: Done","tests.api.sales.orders.online","Wed Mar 25 13:22:47 UTC 2026","passed","Wed Mar 25 13:22:48 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1373","Check contract with status: Done","tests.api.sales.orders.online","Wed Mar 25 13:22:44 UTC 2026","passed","Wed Mar 25 13:22:46 UTC 2026","TestScheme","test_history_positive","",""
"","433","Check contract with status: Cancel","tests.api.sales.orders.online","Wed Mar 25 13:22:43 UTC 2026","passed","Wed Mar 25 13:22:43 UTC 2026","TestScheme","test_history_positive","",""
"","974","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'Done'}","tests.api.sales.orders.online","Wed Mar 25 13:22:46 UTC 2026","passed","Wed Mar 25 13:22:47 UTC 2026","TestListInfo","test_history_positive","",""
"","1144","All ids are unique","tests.api.sales.orders.online","Wed Mar 25 13:22:49 UTC 2026","passed","Wed Mar 25 13:22:50 UTC 2026","TestIdsUniqueness","test_history_positive","",""
"","1181","Check sum qnt items from all pages","tests.api.sales.orders.online","Wed Mar 25 13:22:48 UTC 2026","failed","Wed Mar 25 13:22:49 UTC 2026","TestQntAllItemsViaPagination","test_history_positive","",""
"","319","Check each item from items has correct status with input status: Cancel","tests.api.sales.orders.online","Wed Mar 25 13:22:48 UTC 2026","passed","Wed Mar 25 13:22:48 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
