"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","888","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Done}","tests.api.sales.orders.online","Thu Apr 09 21:01:31 UTC 2026","passed","Thu Apr 09 21:01:32 UTC 2026","TestListInfo","test_history_positive","",""
"","1072","Item type belongs to one of the expected_types","tests.api.sales.orders.online","Thu Apr 09 21:01:31 UTC 2026","passed","Thu Apr 09 21:01:32 UTC 2026","TestItemType","test_history_positive","",""
"","908","Qnt param in each item equal qnt images","tests.api.sales.orders.online","Thu Apr 09 21:01:38 UTC 2026","passed","Thu Apr 09 21:01:39 UTC 2026","TestGoodsAndImageConsistency","test_history_positive","",""
"","921","Check each item from items has correct orderStatus and status params with input status: All","tests.api.sales.orders.online","Thu Apr 09 21:01:32 UTC 2026","passed","Thu Apr 09 21:01:33 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","297","Item Data from Response equal data from DB","tests.api.sales.orders.online","Thu Apr 09 21:01:39 UTC 2026","passed","Thu Apr 09 21:01:39 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","1008","Item name and id are similar","tests.api.sales.orders.online","Thu Apr 09 21:01:38 UTC 2026","passed","Thu Apr 09 21:01:39 UTC 2026","TestIdAndNameConsistency","test_history_positive","",""
"","958","Check each item from items has correct statusGroup param with input status: Done","tests.api.sales.orders.online","Thu Apr 09 21:01:34 UTC 2026","passed","Thu Apr 09 21:01:35 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1673","Check contract with status: All","tests.api.sales.orders.online","Thu Apr 09 21:01:28 UTC 2026","passed","Thu Apr 09 21:01:30 UTC 2026","TestScheme","test_history_positive","",""
"⚠️ Expected Bug: Total count is wrong. Look at task #1","744","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Thu Apr 09 21:01:30 UTC 2026","skipped","Thu Apr 09 21:01:30 UTC 2026","TestListInfo","test_history_positive","",""
"","326","Check list info params with inputs: {'page': 2, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Thu Apr 09 21:01:30 UTC 2026","passed","Thu Apr 09 21:01:31 UTC 2026","TestListInfo","test_history_positive","",""
"","293","Check each item from items has correct statusGroup param with input status: Cancel","tests.api.sales.orders.online","Thu Apr 09 21:01:34 UTC 2026","passed","Thu Apr 09 21:01:34 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1762","Each picture from orders isn't broken","tests.api.sales.orders.online","Thu Apr 09 21:01:36 UTC 2026","passed","Thu Apr 09 21:01:37 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
"","924","Check each item from items has correct statusGroup param with input status: All","tests.api.sales.orders.online","Thu Apr 09 21:01:33 UTC 2026","passed","Thu Apr 09 21:01:34 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1074","Check sum qnt items from all pages","tests.api.sales.orders.online","Thu Apr 09 21:01:35 UTC 2026","passed","Thu Apr 09 21:01:36 UTC 2026","TestQntAllItemsViaPagination","test_history_positive","",""
"","867","Quantity param in each item more than 0","tests.api.sales.orders.online","Thu Apr 09 21:01:37 UTC 2026","passed","Thu Apr 09 21:01:38 UTC 2026","TestQuantityParam","test_history_positive","",""
"","1568","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': All}","tests.api.sales.orders.online","Thu Apr 09 21:01:28 UTC 2026","passed","Thu Apr 09 21:01:30 UTC 2026","TestListInfo","test_history_positive","",""
"","309","Check each item from items has correct orderStatus and status params with input status: Cancel","tests.api.sales.orders.online","Thu Apr 09 21:01:32 UTC 2026","passed","Thu Apr 09 21:01:33 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","313","Check contract with status: Cancel","tests.api.sales.orders.online","Thu Apr 09 21:01:31 UTC 2026","passed","Thu Apr 09 21:01:31 UTC 2026","TestScheme","test_history_positive","",""
"","330","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Cancel}","tests.api.sales.orders.online","Thu Apr 09 21:01:32 UTC 2026","passed","Thu Apr 09 21:01:32 UTC 2026","TestListInfo","test_history_positive","",""
"","291","Check list info params with inputs: {'page': 10, 'limit': 1, 'status': All}","tests.api.sales.orders.online","Thu Apr 09 21:01:31 UTC 2026","passed","Thu Apr 09 21:01:31 UTC 2026","TestListInfo","test_history_positive","",""
"","1010","Check contract with status: Done","tests.api.sales.orders.online","Thu Apr 09 21:01:30 UTC 2026","passed","Thu Apr 09 21:01:31 UTC 2026","TestScheme","test_history_positive","",""
"","998","Check each item from items has correct orderStatus and status params with input status: Done","tests.api.sales.orders.online","Thu Apr 09 21:01:33 UTC 2026","passed","Thu Apr 09 21:01:34 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1076","All items sorted by date","tests.api.sales.orders.online","Thu Apr 09 21:01:35 UTC 2026","passed","Thu Apr 09 21:01:36 UTC 2026","TestOrdersSorting","test_history_positive","",""
"","1158","Each order price more than 0","tests.api.sales.orders.online","Thu Apr 09 21:01:36 UTC 2026","passed","Thu Apr 09 21:01:38 UTC 2026","TestOrderPrice","test_history_positive","",""
"","1022","All ids are unique","tests.api.sales.orders.online","Thu Apr 09 21:01:34 UTC 2026","passed","Thu Apr 09 21:01:35 UTC 2026","TestIdsUniqueness","test_history_positive","",""
