"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1293","Each picture from orders isn't broken","tests.api.sales.orders.online","Fri Apr 10 16:05:41 UTC 2026","passed","Fri Apr 10 16:05:42 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
"","1003","Check each item from items has correct statusGroup param with input status: All","tests.api.sales.orders.online","Fri Apr 10 16:05:38 UTC 2026","passed","Fri Apr 10 16:05:39 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1043","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Done}","tests.api.sales.orders.online","Fri Apr 10 16:05:36 UTC 2026","passed","Fri Apr 10 16:05:37 UTC 2026","TestListInfo","test_history_positive","",""
"","298","Check contract with status: Cancel","tests.api.sales.orders.online","Fri Apr 10 16:05:36 UTC 2026","passed","Fri Apr 10 16:05:36 UTC 2026","TestScheme","test_history_positive","",""
"","1016","Item name and id are similar","tests.api.sales.orders.online","Fri Apr 10 16:05:43 UTC 2026","passed","Fri Apr 10 16:05:44 UTC 2026","TestIdAndNameConsistency","test_history_positive","",""
"","311","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Cancel}","tests.api.sales.orders.online","Fri Apr 10 16:05:37 UTC 2026","passed","Fri Apr 10 16:05:38 UTC 2026","TestListInfo","test_history_positive","",""
"","1009","All items sorted by date","tests.api.sales.orders.online","Fri Apr 10 16:05:41 UTC 2026","passed","Fri Apr 10 16:05:42 UTC 2026","TestOrdersSorting","test_history_positive","",""
"","1588","Check contract with status: All","tests.api.sales.orders.online","Fri Apr 10 16:05:33 UTC 2026","passed","Fri Apr 10 16:05:35 UTC 2026","TestScheme","test_history_positive","",""
"","269","Check list info params with inputs: {'page': 10, 'limit': 1, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 16:05:36 UTC 2026","passed","Fri Apr 10 16:05:36 UTC 2026","TestListInfo","test_history_positive","",""
"","981","Check each item from items has correct orderStatus and status params with input status: All","tests.api.sales.orders.online","Fri Apr 10 16:05:37 UTC 2026","passed","Fri Apr 10 16:05:38 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","317","Check list info params with inputs: {'page': 2, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 16:05:36 UTC 2026","passed","Fri Apr 10 16:05:36 UTC 2026","TestListInfo","test_history_positive","",""
"","596","Check each item from items has correct statusGroup param with input status: Cancel","tests.api.sales.orders.online","Fri Apr 10 16:05:39 UTC 2026","passed","Fri Apr 10 16:05:40 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1025","Item type belongs to one of the expected_types","tests.api.sales.orders.online","Fri Apr 10 16:05:36 UTC 2026","passed","Fri Apr 10 16:05:37 UTC 2026","TestItemType","test_history_positive","",""
"⚠️ Expected Bug: Total count is wrong. Look at task #1","850","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 16:05:35 UTC 2026","skipped","Fri Apr 10 16:05:36 UTC 2026","TestListInfo","test_history_positive","",""
"","1028","Check sum qnt items from all pages","tests.api.sales.orders.online","Fri Apr 10 16:05:40 UTC 2026","passed","Fri Apr 10 16:05:41 UTC 2026","TestQntAllItemsViaPagination","test_history_positive","",""
"","1022","Qnt param in each item equal qnt images","tests.api.sales.orders.online","Fri Apr 10 16:05:43 UTC 2026","passed","Fri Apr 10 16:05:44 UTC 2026","TestGoodsAndImageConsistency","test_history_positive","",""
"","1016","Check contract with status: Done","tests.api.sales.orders.online","Fri Apr 10 16:05:35 UTC 2026","passed","Fri Apr 10 16:05:36 UTC 2026","TestScheme","test_history_positive","",""
"","913","Check each item from items has correct orderStatus and status params with input status: Done","tests.api.sales.orders.online","Fri Apr 10 16:05:38 UTC 2026","passed","Fri Apr 10 16:05:39 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1052","Check each item from items has correct statusGroup param with input status: Done","tests.api.sales.orders.online","Fri Apr 10 16:05:39 UTC 2026","passed","Fri Apr 10 16:05:40 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","297","Item Data from Response equal data from DB","tests.api.sales.orders.online","Fri Apr 10 16:05:44 UTC 2026","passed","Fri Apr 10 16:05:44 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","294","Check each item from items has correct orderStatus and status params with input status: Cancel","tests.api.sales.orders.online","Fri Apr 10 16:05:38 UTC 2026","passed","Fri Apr 10 16:05:38 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1026","All ids are unique","tests.api.sales.orders.online","Fri Apr 10 16:05:40 UTC 2026","passed","Fri Apr 10 16:05:41 UTC 2026","TestIdsUniqueness","test_history_positive","",""
"","1044","Quantity param in each item more than 0","tests.api.sales.orders.online","Fri Apr 10 16:05:42 UTC 2026","passed","Fri Apr 10 16:05:43 UTC 2026","TestQuantityParam","test_history_positive","",""
"","1009","Each order price more than 0","tests.api.sales.orders.online","Fri Apr 10 16:05:42 UTC 2026","passed","Fri Apr 10 16:05:43 UTC 2026","TestOrderPrice","test_history_positive","",""
"","1559","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': All}","tests.api.sales.orders.online","Fri Apr 10 16:05:33 UTC 2026","passed","Fri Apr 10 16:05:35 UTC 2026","TestListInfo","test_history_positive","",""
