"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2212","Check sum of Done and Cancel orders for online orders history:","tests.api.sales.orders.online","Sat Mar 14 18:12:52 UTC 2026","passed","Sat Mar 14 18:12:55 UTC 2026","TestListInfo","test_history_positive","",""
"","786","Check list info params for online orders history with {'page': 0, 'limit': 10, 'status': 'All'}:","tests.api.sales.orders.online","Sat Mar 14 18:12:53 UTC 2026","failed","Sat Mar 14 18:12:54 UTC 2026","TestListInfo","test_history_positive","",""
"","324","Check contract for empty online orders history with status: Cancel","tests.api.sales.orders.online","Sat Mar 14 18:12:51 UTC 2026","failed","Sat Mar 14 18:12:52 UTC 2026","TestSchemeEmptyState","test_history_empty_state","",""
"","865","Check quantity items for filled online orders history with status: Done","tests.api.sales.orders.online","Sat Mar 14 18:12:57 UTC 2026","passed","Sat Mar 14 18:12:57 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","951","Check contract for filled online orders history with status: All","tests.api.sales.orders.online","Sat Mar 14 18:12:50 UTC 2026","passed","Sat Mar 14 18:12:51 UTC 2026","TestScheme","test_history_positive","",""
"","986","Check each item from items has correct status with input status: Done","tests.api.sales.orders.online","Sat Mar 14 18:12:57 UTC 2026","passed","Sat Mar 14 18:12:58 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","653","Check contract for empty online orders history with status: Done","tests.api.sales.orders.online","Sat Mar 14 18:12:51 UTC 2026","broken","Sat Mar 14 18:12:51 UTC 2026","TestSchemeEmptyState","test_history_empty_state","",""
"","982","Check list info params for online orders history with {'page': 0, 'limit': 40, 'status': 'All'}:","tests.api.sales.orders.online","Sat Mar 14 18:12:52 UTC 2026","passed","Sat Mar 14 18:12:53 UTC 2026","TestListInfo","test_history_positive","",""
"","1009","Check quantity items for filled online orders history with status: All","tests.api.sales.orders.online","Sat Mar 14 18:12:56 UTC 2026","passed","Sat Mar 14 18:12:57 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","314","Check each item from items has correct status with input status: Cancel","tests.api.sales.orders.online","Sat Mar 14 18:12:58 UTC 2026","passed","Sat Mar 14 18:12:58 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
