"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","989","Check each item from items has correct orderStatus and status params with input status: Done","tests.api.sales.orders.online","Thu Apr 09 21:26:34 UTC 2026","passed","Thu Apr 09 21:26:35 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","288","Item Data from Response equal data from DB","tests.api.sales.orders.online","Thu Apr 09 21:26:39 UTC 2026","passed","Thu Apr 09 21:26:39 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","286","Check list info params with inputs: {'page': 10, 'limit': 1, 'status': All}","tests.api.sales.orders.online","Thu Apr 09 21:26:31 UTC 2026","passed","Thu Apr 09 21:26:32 UTC 2026","TestListInfo","test_history_positive","",""
"","320","Check each item from items has correct statusGroup param with input status: Cancel","tests.api.sales.orders.online","Thu Apr 09 21:26:35 UTC 2026","passed","Thu Apr 09 21:26:35 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","316","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Cancel}","tests.api.sales.orders.online","Thu Apr 09 21:26:33 UTC 2026","passed","Thu Apr 09 21:26:33 UTC 2026","TestListInfo","test_history_positive","",""
"","1423","Each picture from orders isn't broken","tests.api.sales.orders.online","Thu Apr 09 21:26:37 UTC 2026","passed","Thu Apr 09 21:26:38 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
"","294","Check each item from items has correct orderStatus and status params with input status: Cancel","tests.api.sales.orders.online","Thu Apr 09 21:26:33 UTC 2026","passed","Thu Apr 09 21:26:33 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","979","Each order price more than 0","tests.api.sales.orders.online","Thu Apr 09 21:26:37 UTC 2026","passed","Thu Apr 09 21:26:38 UTC 2026","TestOrderPrice","test_history_positive","",""
"","958","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': Done}","tests.api.sales.orders.online","Thu Apr 09 21:26:32 UTC 2026","passed","Thu Apr 09 21:26:33 UTC 2026","TestListInfo","test_history_positive","",""
"","1000","Check contract with status: All","tests.api.sales.orders.online","Thu Apr 09 21:26:29 UTC 2026","passed","Thu Apr 09 21:26:30 UTC 2026","TestScheme","test_history_positive","",""
"","911","Check each item from items has correct orderStatus and status params with input status: All","tests.api.sales.orders.online","Thu Apr 09 21:26:33 UTC 2026","passed","Thu Apr 09 21:26:34 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1032","Quantity param in each item more than 0","tests.api.sales.orders.online","Thu Apr 09 21:26:38 UTC 2026","passed","Thu Apr 09 21:26:39 UTC 2026","TestQuantityParam","test_history_positive","",""
"","1211","Check each item from items has correct statusGroup param with input status: All","tests.api.sales.orders.online","Thu Apr 09 21:26:33 UTC 2026","passed","Thu Apr 09 21:26:35 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1016","Check contract with status: Done","tests.api.sales.orders.online","Thu Apr 09 21:26:30 UTC 2026","passed","Thu Apr 09 21:26:31 UTC 2026","TestScheme","test_history_positive","",""
"","1036","Item type belongs to one of the expected_types","tests.api.sales.orders.online","Thu Apr 09 21:26:32 UTC 2026","passed","Thu Apr 09 21:26:33 UTC 2026","TestItemType","test_history_positive","",""
"","997","Qnt param in each item equal qnt images","tests.api.sales.orders.online","Thu Apr 09 21:26:38 UTC 2026","passed","Thu Apr 09 21:26:39 UTC 2026","TestGoodsAndImageConsistency","test_history_positive","",""
"","1015","All ids are unique","tests.api.sales.orders.online","Thu Apr 09 21:26:35 UTC 2026","passed","Thu Apr 09 21:26:36 UTC 2026","TestIdsUniqueness","test_history_positive","",""
"","1007","All items sorted by date","tests.api.sales.orders.online","Thu Apr 09 21:26:36 UTC 2026","passed","Thu Apr 09 21:26:37 UTC 2026","TestOrdersSorting","test_history_positive","",""
"","282","Check contract with status: Cancel","tests.api.sales.orders.online","Thu Apr 09 21:26:31 UTC 2026","passed","Thu Apr 09 21:26:31 UTC 2026","TestScheme","test_history_positive","",""
"","352","Check list info params with inputs: {'page': 2, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Thu Apr 09 21:26:31 UTC 2026","passed","Thu Apr 09 21:26:32 UTC 2026","TestListInfo","test_history_positive","",""
"","1119","Check sum qnt items from all pages","tests.api.sales.orders.online","Thu Apr 09 21:26:36 UTC 2026","passed","Thu Apr 09 21:26:37 UTC 2026","TestQntAllItemsViaPagination","test_history_positive","",""
"","1207","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': All}","tests.api.sales.orders.online","Thu Apr 09 21:26:29 UTC 2026","passed","Thu Apr 09 21:26:30 UTC 2026","TestListInfo","test_history_positive","",""
"","1055","Check each item from items has correct statusGroup param with input status: Done","tests.api.sales.orders.online","Thu Apr 09 21:26:35 UTC 2026","passed","Thu Apr 09 21:26:36 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1118","Item name and id are similar","tests.api.sales.orders.online","Thu Apr 09 21:26:39 UTC 2026","passed","Thu Apr 09 21:26:40 UTC 2026","TestIdAndNameConsistency","test_history_positive","",""
"⚠️ Expected Bug: Total count is wrong. Look at task #1","932","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': All}","tests.api.sales.orders.online","Thu Apr 09 21:26:30 UTC 2026","skipped","Thu Apr 09 21:26:31 UTC 2026","TestListInfo","test_history_positive","",""
